valorTotalHomologado,srp,anoCompra,sequencialCompra,dataAberturaProposta,processo,dataInclusao,dataPublicacaoPncp,dataAtualizacao,valorTotalEstimado,unidadeOrgao.codigoUnidade,unidadeOrgao.codigoIbge,modoDisputaId_4,modoDisputaId_5,situacaoCompraId_1,situacaoCompraId_2,situacaoCompraId_3,tipoInstrumentoConvocatorioCodigo_2,tipoInstrumentoConvocatorioCodigo_3,amparoLegal.codigo_18,amparoLegal.codigo_19,amparoLegal.codigo_20,amparoLegal.codigo_21,amparoLegal.codigo_22,amparoLegal.codigo_24,amparoLegal.codigo_36,amparoLegal.codigo_37,amparoLegal.codigo_38,amparoLegal.codigo_39,amparoLegal.codigo_41,amparoLegal.codigo_45,orgaoEntidade.poderId_E,orgaoEntidade.poderId_J,orgaoEntidade.poderId_L,orgaoEntidade.poderId_N,orgaoEntidade.esferaId_D,orgaoEntidade.esferaId_E,orgaoEntidade.esferaId_F,orgaoEntidade.esferaId_M,orgaoEntidade.esferaId_N
-0.05432530589278228,False,-0.8116849443131013,1.5278183587507306,,2954/2022,2023-01-02 12:35:47,2023-01-02 12:35:47,2023-01-02 12:35:47,-0.07226004676409178,10,0.5933398916155779,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.05432530589278228,False,-0.8116849443131013,1.5301824292223236,,2952/2022,2023-01-02 12:35:47,2023-01-02 12:35:47,2023-01-02 12:35:47,-0.07046538025092769,10,0.5933398916155779,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.05432530589278228,False,-0.8116849443131013,1.5325464996939164,,2953/2022,2023-01-02 12:35:48,2023-01-02 12:35:48,2023-01-02 12:35:48,-0.07165208908151165,10,0.5933398916155779,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.05432530589278228,False,-0.8116849443131013,1.5349105701655095,,2962/2022,2023-01-02 12:35:48,2023-01-02 12:35:48,2023-01-02 12:35:48,-0.07142818001248301,10,0.5933398916155779,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.05432530589278228,False,-0.8116849443131013,1.5372746406371025,,2955/2022,2023-01-02 12:35:49,2023-01-02 12:35:49,2023-01-02 12:35:49,-0.07194983411700281,10,0.5933398916155779,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.05432530589278228,False,-0.8116849443131013,1.5396387111086953,,2967/2022,2023-01-02 12:35:49,2023-01-02 12:35:49,2023-01-02 12:35:49,-0.07016989785605983,10,0.5933398916155779,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.05432530589278228,False,-0.8116849443131013,1.5420027815802884,,2963/2022,2023-01-02 12:35:49,2023-01-02 12:35:49,2023-01-02 12:35:49,-0.0707646952819534,10,0.5933398916155779,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.05432530589278228,False,-0.8116849443131013,1.5443668520518814,,2996/2022,2023-01-02 12:35:50,2023-01-02 12:35:50,2023-01-02 12:35:50,-0.07217314289362119,10,0.5933398916155779,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.05432530589278228,False,-0.8116849443131013,1.5467309225234742,,2964/2022,2023-01-02 12:35:50,2023-01-02 12:35:50,2023-01-02 12:35:50,-0.0686467713058619,10,0.5933398916155779,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.05432530589278228,False,-0.8116849443131013,1.5490949929950673,,2966/2022,2023-01-02 12:35:51,2023-01-02 12:35:51,2023-01-02 12:35:51,-0.058906772979455284,10,0.5933398916155779,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.05432530589278228,False,-0.8116849443131013,1.5514590634666603,,2951/2022,2023-01-02 12:35:51,2023-01-02 12:35:51,2023-01-02 12:35:51,-0.07161046111167677,10,0.5933398916155779,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.04983166826905661,False,1.2320051111040178,-0.5029181763476253,2023-01-02 12:36:31,70000046882022-60,2023-01-02 12:36:32,2023-01-02 12:36:32,2023-01-02 12:36:32,-0.05737080940694555,926523,0.6757969918244833,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0.05181883800018024,False,-0.8116849443131013,2.3930681513537553,,120805-2022,2023-01-02 13:08:11,2023-01-02 13:08:11,2023-01-02 13:08:11,0.03698319781476039,986969,-1.1480412731346628,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0.019319934807161727,False,1.2320051111040178,-0.5029181763476253,,08019.007217/2022,2023-01-02 13:20:34,2023-01-02 13:20:34,2023-01-02 13:20:34,0.00548507005041728,200602,-2.326829381216692,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.040291061660020534,False,1.2320051111040178,-0.5029181763476253,,8/2023,2023-01-02 13:41:22,2023-01-02 13:41:22,2023-01-02 13:41:22,-0.051679575594246026,3,0.5874459458840935,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.008491850595143367,False,1.2320051111040178,-0.5029181763476253,,2,2023-01-02 13:51:50,2023-01-02 13:51:50,2023-01-02 13:51:50,-0.0214702756347407,0000,-0.45005669366366474,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.04943860956980794,False,-0.8116849443131013,2.3954322218253483,,132391-2022,2023-01-02 13:56:16,2023-01-02 13:56:16,2023-01-02 13:56:16,-0.061156114817055435,986969,-1.1480412731346628,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
-0.050891735670060625,False,-0.8116849443131013,-0.1601279579666455,2023-01-02 13:58:07,50617001713202234,2023-01-02 13:58:09,2023-01-02 13:58:09,2023-01-02 13:58:09,-0.06188800979418556,393018,-1.4990544480852992,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.003153922885431542,False,1.2320051111040178,-0.5005541058760322,2023-01-02 14:01:05,0009509-59.2022,2023-01-02 14:01:06,2023-01-02 14:01:06,2023-01-02 14:01:06,-0.07237696525507559,090023,0.6757969918244833,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
-0.02528336587052557,False,1.2320051111040178,-0.4981900354044393,,5716/2022,2023-01-02 14:20:21,2023-01-02 14:20:21,2023-01-02 14:20:21,-0.03774471081674178,3,0.5874459458840935,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.0247422867611243,False,-0.8116849443131013,-0.5029181763476253,2022-01-03 00:00:00,220103DV00001,2023-01-02 14:34:54,2023-01-02 14:34:54,2023-01-02 15:37:16,0.010740445396925561,174001,-2.115521511791111,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.004552648011170868,False,-0.8116849443131013,2.3977962922969414,,12537/2022,2023-01-02 14:35:51,2023-01-02 14:35:51,2023-01-02 14:35:51,-0.008827471005821808,928650,-1.1412908001478543,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
-0.008608148326642279,False,1.2320051111040178,-0.4958259649328463,,5717/2022,2023-01-02 14:40:50,2023-01-02 14:40:50,2023-01-02 14:40:50,-0.021582992078852663,3,0.5874459458840935,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.03719423554472792,False,1.2320051111040178,-0.5029181763476253,2023-01-02 14:40:53,5975/2022,2023-01-02 14:40:55,2023-01-02 14:40:55,2023-01-02 14:40:55,-0.04442273299923756,080022,-2.019207357913345,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.04566611151779557,False,1.2320051111040178,-0.5029181763476253,2023-01-02 15:01:38,08653014300202217,2023-01-02 15:01:41,2023-01-02 15:01:41,2023-01-02 15:01:41,0.038997825319947145,200112,-2.4343915548328594,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.03953353034874126,False,-0.8116849443131013,-0.31142846814859515,2022-12-19 00:00:00,1144,2023-01-02 15:06:19,2023-01-02 15:06:19,2023-01-02 15:06:19,-0.0515560538867493,2,-1.133917398248083,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.03647958336427578,False,-0.8116849443131013,-0.3090643976770022,2022-12-13 00:00:00,1121,2023-01-02 15:08:09,2023-01-02 15:08:09,2023-01-02 15:08:09,-0.04859615054075304,2,-1.133917398248083,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.0004181628734427,False,-0.8116849443131013,-0.5029181763476253,2023-01-02 15:10:39,056/2022,2023-01-02 15:10:42,2023-01-02 15:10:42,2023-01-02 15:10:42,0.032806432488649194,926582,-2.4343915548328594,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.008608148326642279,False,1.2320051111040178,-0.4934618944612534,,5715/2022,2023-01-02 15:12:36,2023-01-02 15:12:36,2023-01-02 15:12:36,-0.021582992078852663,3,0.5874459458840935,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.017595764956602894,False,-0.8116849443131013,-0.5029181763476253,2022-01-03 00:00:00,220103DV00001,2023-01-02 15:20:33,2023-01-02 15:20:33,2023-01-02 15:21:36,0.0038139945092587994,174005,-2.115521511791111,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
-0.05432530589278228,False,1.2320051111040178,-0.5029181763476253,,0047626/2022,2023-01-02 15:39:30,2023-01-02 15:39:30,2023-01-05 15:08:00,-0.04271360815453616,25,0.4715749387838556,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
-0.05922934444200227,False,-0.8116849443131013,1.0810090396196603,,5804/2022,2023-01-02 15:49:16,2023-01-02 15:49:16,2023-01-02 15:49:16,-0.0706453525331589,3,0.5874459458840935,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.06762141758825277,False,1.2320051111040178,-0.4887337535180674,,5643/2022,2023-01-02 16:00:19,2023-01-02 16:00:19,2023-01-02 16:00:19,0.061996181965659605,3,0.5874459458840935,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.05766654305378952,False,1.2320051111040178,-0.5005541058760322,,1,2023-01-02 16:01:14,2023-01-02 16:01:14,2023-01-02 16:01:14,-0.06913067625304394,0000,-0.45005669366366474,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.04618185217468854,False,1.2320051111040178,-0.5029181763476253,2023-01-03 07:00:00,4909/2022,2023-01-02 16:20:26,2023-01-02 16:20:26,2023-01-02 16:20:26,0.055993165510336576,10,0.5775268411600135,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
-0.03814710511866411,False,1.2320051111040178,-0.4981900354044393,,3,2023-01-02 16:22:29,2023-01-02 16:22:29,2023-01-02 16:22:29,-0.05021232241454195,0000,-0.45005669366366474,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.6533095380473237,False,1.2320051111040178,-0.5029181763476253,,25380003999202266,2023-01-02 16:26:41,2023-01-02 16:26:41,2023-01-02 16:26:41,0.6199515154415254,254420,-1.3960137001623882,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
-0.05432530589278228,False,-0.8116849443131013,-0.46745711927373074,,635,2023-01-02 16:34:22,2023-01-02 16:34:22,2023-01-02 16:34:22,-0.07206811480999453,1,-0.35172736475246347,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.08162860032511472,False,1.2320051111040178,-0.4958259649328463,,4,2023-01-02 16:35:27,2023-01-02 16:35:27,2023-01-02 16:35:27,0.065874994462753,0000,-0.45005669366366474,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.05432530589278228,False,1.2320051111040178,-0.5029181763476253,2023-01-06 18:00:00,1720/2022,2023-01-02 16:41:38,2023-01-02 16:41:38,2023-01-02 16:41:38,-0.07237696525507559,3,0.5744609926933808,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.031888808565645715,False,1.2320051111040178,-0.4863696830464745,,10/2023,2023-01-02 16:43:24,2023-01-02 16:43:24,2023-01-03 16:01:06,0.02182322396295096,3,0.5874459458840935,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.06018438179421916,False,-0.8116849443131013,-0.4650930488021378,,637,2023-01-02 16:45:26,2023-01-02 16:45:26,2023-06-21 21:02:36,-0.07141790577699962,1,-0.35172736475246347,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.0595947699236068,False,-0.8116849443131013,-0.4627289783305448,,638,2023-01-02 16:56:27,2023-01-02 16:56:27,2023-06-21 21:02:36,-0.07088535405641655,1,-0.35172736475246347,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.05432530589278228,False,1.2320051111040178,-0.5005541058760322,2023-01-06 18:00:00,1/2023,2023-01-02 17:15:54,2023-01-02 17:15:54,2023-01-02 17:15:54,-0.07237696525507559,3,0.5744609926933808,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.019025069317507175,False,-0.8116849443131013,-0.4910978239896604,2022-06-02 08:00:00,10999/2022,2023-01-02 17:26:14,2023-01-02 17:26:14,2023-01-02 17:26:14,0.005199284686792152,6,0.5888932173918774,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
-0.03970266469811493,False,-0.8116849443131013,-0.4887337535180674,,21610/2022,2023-01-02 17:26:15,2023-01-02 17:26:15,2023-01-02 17:26:15,-0.05171997989109075,6,0.5888932173918774,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
-0.05432530589278228,False,1.2320051111040178,-0.4981900354044393,2023-01-06 18:00:00,5/2023,2023-01-02 17:30:27,2023-01-02 17:30:27,2023-01-02 17:30:27,-0.07237696525507559,3,0.5744609926933808,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.057189012466811406,False,-0.8116849443131013,-0.4603649078589519,,643,2023-01-02 17:32:02,2023-01-02 17:32:02,2023-06-21 21:02:38,-0.06819338891892486,1,-0.35172736475246347,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.04323304646954851,False,-0.8116849443131013,-0.4580008373873589,,639,2023-01-02 17:32:04,2023-01-02 17:32:04,2023-06-21 21:02:40,-0.05464444289671179,1,-0.35172736475246347,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.05398856178535323,False,-0.8116849443131013,-0.45563676691576593,,644,2023-01-02 17:32:06,2023-01-02 17:32:06,2023-01-02 17:32:06,-0.06556595521553661,1,-0.35172736475246347,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.0608968661963906,False,-0.8116849443131013,-0.453272696444173,,645,2023-01-02 17:32:07,2023-01-02 17:32:07,2023-01-02 17:32:07,-0.07220918352640668,1,-0.35172736475246347,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
